Protocol,Sample_Interval_Hours,Window_Points,Window_Span_Hours,Station,Extreme_Class,Eval_Payload_Key,Model,Samples,nMAE_%,nRMSE_%,WD_%,R_p<0.05_%
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class1,p_test_extre_class1,Extreme-FedAvg,9.0,52.3928,54.5901,51.2285,77.7778
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class1,p_test_extre_class1,Proposed-A,9.0,52.3597,54.558,51.2468,77.7778
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class2,p_test_extre_class2,LMT,5.0,29.6098,31.8319,29.6098,100.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class2,p_test_extre_class2,Extreme-FedAvg,5.0,29.5297,31.7827,29.5297,100.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class2,p_test_extre_class2,Proposed-A,5.0,29.7497,31.9749,29.7497,100.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class3,p_test_extre_class3,LMT,4.0,44.2812,48.1908,33.5913,25.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class3,p_test_extre_class3,Extreme-FedAvg,4.0,44.1703,47.8754,33.9652,25.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class3,p_test_extre_class3,Proposed-A,4.0,44.4014,48.4018,33.6438,25.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class4,p_test_extre_class4,LMT,13.0,20.2052,23.5619,19.6028,23.0769
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class4,p_test_extre_class4,Extreme-FedAvg,13.0,20.1005,23.3477,18.9488,38.4615
six_station_2h_6point_phase_augmented_protocol,2,6,12,61,Extreme_Weather_Class4,p_test_extre_class4,Proposed-A,13.0,20.226,23.5246,19.1082,38.4615
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class1,p_test_extre_class1,LMT,7.0,17.4168,20.0695,13.3511,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class1,p_test_extre_class1,Extreme-FedAvg,7.0,15.2478,17.3977,12.69,28.5714
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class1,p_test_extre_class1,Proposed-A,7.0,15.8196,17.7844,13.559,28.5714
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class2,p_test_extre_class2,LMT,7.0,27.3634,31.3033,27.1878,14.2857
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class2,p_test_extre_class2,Extreme-FedAvg,7.0,27.1985,31.1062,27.1028,14.2857
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class2,p_test_extre_class2,Proposed-A,7.0,26.8771,30.5929,26.6361,57.1429
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class3,p_test_extre_class3,LMT,5.0,19.9804,22.6971,18.1858,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class3,p_test_extre_class3,Extreme-FedAvg,5.0,19.1908,21.4237,17.5012,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class3,p_test_extre_class3,Proposed-A,5.0,18.8169,21.0036,17.0154,0.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,62,Extreme_Weather_Class4,p_test_extre_class4,LMT,13.0,18.7419,22.2481,17.4963,0.0
