Protocol,Sample_Interval_Hours,Window_Points,Window_Span_Hours,Station,Extreme_Class,Eval_Payload_Key,Model,Samples,nMAE_%,nRMSE_%,WD_%,R_p<0.05_%
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class1,p_test_extre_class1,LMT,9.0,79.2588,82.3,79.2588,88.8889
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class1,p_test_extre_class1,Extreme-FedAvg,9.0,79.1731,82.2229,79.1731,88.8889
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class1,p_test_extre_class1,Proposed-A,9.0,79.1757,82.2286,79.1757,88.8889
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class2,p_test_extre_class2,LMT,5.0,17.9092,19.4211,17.6502,40.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class2,p_test_extre_class2,Extreme-FedAvg,5.0,17.902,19.4163,17.6349,40.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class2,p_test_extre_class2,Proposed-A,5.0,17.8897,19.4022,17.619,40.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class3,p_test_extre_class3,LMT,4.0,53.9397,59.5151,53.4901,50.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class3,p_test_extre_class3,Extreme-FedAvg,4.0,53.8669,59.448,53.412,50.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class3,p_test_extre_class3,Proposed-A,4.0,53.8731,59.45,53.4118,50.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class4,p_test_extre_class4,LMT,13.0,24.948,29.7698,24.4794,38.4615
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class4,p_test_extre_class4,Extreme-FedAvg,13.0,24.885,29.7113,24.3871,38.4615
six_station_2h_6point_phase_augmented_protocol,2,6,12,58,Extreme_Weather_Class4,p_test_extre_class4,Proposed-A,13.0,24.8807,29.7021,24.3856,38.4615
six_station_2h_6point_phase_augmented_protocol,2,6,12,59,Extreme_Weather_Class1,p_test_extre_class1,LMT,7.0,80.9151,82.6539,80.9151,100.0
six_station_2h_6point_phase_augmented_protocol,2,6,12,59,Extreme_Weather_Class1,p_test_extre_class1,Extreme-FedAvg,7.0,80.8241,82.5672,80.8241,100.0
