Model,Station,Extreme_Class_Index,Extreme_Class,FT_Epoch,Adapt_Windows,Val_Windows,All_Support_Windows,Test_Windows,Adapt_MSE,Val_MSE,SupportAll_MSE,Test_MSE,Test_nMAE_%,Test_nRMSE_%,Test_WD_%,Checkpoint_Path
Original-Local-FT,59,0,HighWind,0,1,1,2,2,0.23602543771266937,0.2296975553035736,0.2328614890575409,0.13693708181381226,28.413522243499756,34.177276492118835,26.295363903045654,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch0.pth
Original-Local-FT,59,0,HighWind,1,1,1,2,2,0.23533710837364197,0.22924956679344177,0.23229333758354187,0.13651788234710693,28.37652862071991,34.123170375823975,26.188352704048157,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch1.pth
Original-Local-FT,59,0,HighWind,2,1,1,2,2,0.2345055639743805,0.2287488430738449,0.2316271960735321,0.13606195151805878,28.333202004432678,34.05523896217346,26.079154014587402,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch2.pth
Original-Local-FT,59,0,HighWind,5,1,1,2,2,0.23224306106567383,0.22738948464393616,0.2298162579536438,0.13485953211784363,28.210824728012085,33.882659673690796,25.7574200630188,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch5.pth
Original-Local-FT,59,0,HighWind,10,1,1,2,2,0.2287258356809616,0.22507761418819427,0.22690173983573914,0.13280777633190155,27.9757022857666,33.592575788497925,25.242701172828674,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch10.pth
Original-Local-FT,59,0,HighWind,20,1,1,2,2,0.22221699357032776,0.22104553878307343,0.22163125872612,0.12944917380809784,27.64950692653656,33.14145505428314,24.303364753723145,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch20.pth
Original-Local-FT,59,0,HighWind,30,1,1,2,2,0.2157624363899231,0.21722570061683655,0.21649406850337982,0.1261332482099533,27.225762605667114,32.680743932724,23.6421599984169,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch30.pth
Original-Local-FT,59,0,HighWind,50,1,1,2,2,0.20450294017791748,0.21132312715053558,0.20791302621364594,0.12101936340332031,26.590833067893982,32.03518092632294,23.00194650888443,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch50.pth
Original-Local-FT,59,0,HighWind,75,1,1,2,2,0.19387827813625336,0.20628318190574646,0.2000807225704193,0.11688138544559479,26.403692364692688,31.60494565963745,23.407873511314392,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch75.pth
Original-Local-FT,59,0,HighWind,100,1,1,2,2,0.18575875461101532,0.203365296125412,0.19456200301647186,0.1145293340086937,26.185214519500732,31.451168656349182,24.291767179965973,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch100.pth
Original-Local-FT,59,0,HighWind,150,1,1,2,2,0.17471560835838318,0.20147037506103516,0.18809299170970917,0.11331810802221298,26.723039150238037,31.7105770111084,25.86303949356079,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch150.pth
Original-Local-FT,59,0,HighWind,200,1,1,2,2,0.16798828542232513,0.20165525376796722,0.18482176959514618,0.11475293338298798,27.81902849674225,32.27256238460541,26.959028840065002,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch200.pth
Original-Local-FT,59,0,HighWind,300,1,1,2,2,0.16200463473796844,0.20061486959457397,0.1813097447156906,0.11705395579338074,28.723391890525818,33.00390839576721,27.863392233848572,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch300.pth
Original-Local-FT,59,0,HighWind,400,1,1,2,2,0.1590016484260559,0.1961682140827179,0.1775849312543869,0.11601525545120239,28.6868155002594,32.97916054725647,27.826815843582153,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch400.pth
Original-Local-FT,59,0,HighWind,500,1,1,2,2,0.15622645616531372,0.19011610746383667,0.1731712818145752,0.11291563510894775,28.241845965385437,32.55576491355896,27.38184630870819,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station59_extreme0_original_local_ft_epoch500.pth
Original-Local-FT,60,0,HighWind,0,1,1,2,2,0.08221672475337982,0.07975932955741882,0.08098801970481873,0.17447786033153534,35.729655623435974,41.75934195518494,34.12322998046875,artifacts/high_wind_spring_noft_four_client/ablation-original-local-ft-sweep-500/models/model_fore_station60_extreme0_original_local_ft_epoch0.pth
